True_Label,Predicted_Label,Probability_Slow,Drug_Mw,Polymer_MW,DLC,Polymer_Hydrophobicity,CL Ratio,SA-V,Drug_LogP,Drug_TPSA
1,1,0.9322124862651647,-1.1952115397446754,0.5012115431552732,-1.381129049895459,0.19248894887265938,-0.9332651893981889,0.366232905780538,-0.21038489841300395,-1.2892536022799514
0,0,0.001935483870967742,-0.750095344632863,-1.058436208888404,-1.224419860230102,-0.7932584607378815,-0.9332651893981889,-0.14268886151580965,0.8273416420949671,-0.9680769089470634
1,1,0.97108721273657,-0.479630064568376,-0.15548224717890666,-0.23228907895894071,-0.7932584607378815,1.292408847652867,-0.302013793051043,-0.3178869494319751,-0.5821524848335062
1,1,0.9974254340805163,-0.479630064568376,-1.078957889836347,1.1735689986830518,-0.7932584607378815,0.10538269455897062,-0.302013793051043,-0.3178869494319751,-0.5821524848335062
1,1,0.9186374664436877,-0.848397930166122,0.17286464798818327,-1.0706945294469792,0.19248894887265938,-0.9332651893981889,-0.2150593129102374,-0.8639353206196402,-0.5059923842389782
1,1,1.0,1.0197873485620133,-1.078957889836347,0.9869986260444398,-0.7932584607378815,0.10538269455897062,-0.302013793051043,0.5404218355012274,0.9111211694839781
1,1,1.0,1.0197873485620133,-1.078957889836347,0.9869986260444398,-0.7932584607378815,0.10538269455897062,-0.302013793051043,0.5404218355012274,0.9111211694839781
0,0,0.0987245824635303,1.0197873485620133,-0.15548224717890666,0.688176369453135,-0.7932584607378815,1.292408847652867,-0.26358913174266413,0.5404218355012274,0.9111211694839781
1,1,1.0,1.0197873485620133,-1.0173928469925178,1.0303510777778933,2.163983768093785,-0.04299557457776658,-0.302013793051043,0.5404218355012274,0.9111211694839781
1,1,0.9976753533835054,1.0197873485620133,2.963813256908448,-1.3368476170534314,2.163983768093785,-0.9332651893981889,1.2326496895100703,0.5404218355012274,0.9111211694839781
1,1,1.0,-0.479630064568376,-1.0173928469925178,1.1340873015686568,2.163983768093785,-0.04299557457776658,-0.302013793051043,-0.3178869494319751,-0.5821524848335062
1,1,0.97108721273657,-0.479630064568376,-0.15548224717890666,-0.23228907895894071,-0.7932584607378815,1.292408847652867,-0.302013793051043,-0.3178869494319751,-0.5821524848335062
1,1,1.0,-0.479630064568376,-1.0173928469925178,1.1340873015686568,2.163983768093785,-0.04299557457776658,-0.302013793051043,-0.3178869494319751,-0.5821524848335062
1,1,0.9989117095711816,1.0197873485620133,-0.15548224717890666,1.1030178562639321,-0.7932584607378815,1.292408847652867,-0.302013793051043,0.5404218355012274,0.9111211694839781
1,1,0.9967653309046751,-0.12875879653325414,-0.8532193994089727,-0.6603945398267941,-0.7932584607378815,1.7375436550630783,-0.3021896434519405,0.9772344618678716,-0.5114656636395021
1,1,1.0,-0.479630064568376,-1.0502275365092266,1.2486616382927842,2.163983768093785,-0.3397521128512407,-0.302013793051043,-0.3178869494319751,-0.5821524848335062
1,1,1.0,1.0197873485620133,-1.0502275365092266,1.0713810767399115,2.163983768093785,-0.3397521128512407,-0.302013793051043,0.5404218355012274,0.9111211694839781
1,1,0.944119730536375,-1.1952115397446754,0.5012115431552732,-1.2975207501237986,0.19248894887265938,-0.9332651893981889,0.29015291960594053,-0.21038489841300395,-1.2892536022799514
0,0,0.06597414566556753,-1.0130030123826497,0.8993321535453698,0.1137563839848759,1.0374152999674588,-0.9332651893981889,4.152471562447804,-0.16122881324354393,-0.7541532013138094
0,0,0.3580484021395454,-1.1952115397446754,-0.9763494850966314,-1.3625494277239787,0.19248894887265938,-0.9332651893981889,0.2769657220023434,-0.21038489841300395,-1.2892536022799514
1,1,0.9974254340805163,-0.479630064568376,-1.078957889836347,1.1735689986830518,-0.7932584607378815,0.10538269455897062,-0.302013793051043,-0.3178869494319751,-0.5821524848335062
1,1,0.9911774087459412,-0.12875879653325414,-0.15548224717890666,1.694572570408306,-0.7932584607378815,1.292408847652867,-0.26358913174266413,0.9772344618678716,-0.5114656636395021
1,1,0.9998520710059172,1.0197873485620133,-0.1503518269419209,-0.03521272122809539,-0.7932584607378815,1.233057539998172,-0.302013793051043,0.5404218355012274,0.9111211694839781
1,1,1.0,1.0197873485620133,-1.0173928469925178,1.0303510777778933,2.163983768093785,-0.04299557457776658,-0.302013793051043,0.5404218355012274,0.9111211694839781
1,1,0.991428340409884,2.5054087229400737,-0.44278578045011036,0.30729411493779335,0.19248894887265938,-0.9332651893981889,-0.2086671636605503,-2.635776903962692,3.7647958867147313
0,0,0.05475342785675222,1.0197873485620133,2.8406831712207894,-1.4030607455670436,2.163983768093785,-0.9332651893981889,5.570891289563727,0.5404218355012274,0.9111211694839781
1,1,0.9917781948535124,-0.6299135786994308,0.4191248193635007,-0.7765171783985446,0.19248894887265938,-0.9332651893981889,-0.25825260832295055,-0.6588250050159661,-0.5615403475166386
1,1,1.0,1.0197873485620133,-1.078957889836347,0.9869986260444398,-0.7932584607378815,0.10538269455897062,-0.302013793051043,0.5404218355012274,0.9111211694839781
1,1,0.9478432116629836,-0.848397930166122,0.17286464798818327,-0.9661841547324038,0.19248894887265938,-0.9332651893981889,-0.26891485248339053,-0.8639353206196402,-0.5059923842389782
1,1,0.9829415367398195,-0.9087587278583633,0.6243416288429319,-1.0510459944803434,0.19248894887265938,-0.9332651893981889,-0.19501785789952694,1.9161665262423662,-1.1946939666794056
1,1,0.9998520710059172,1.0197873485620133,-0.1503518269419209,-0.202720408768322,-0.7932584607378815,1.233057539998172,-0.302013793051043,0.5404218355012274,0.9111211694839781
1,1,1.0,-0.479630064568376,-1.0502275365092266,1.2486616382927842,2.163983768093785,-0.3397521128512407,-0.302013793051043,-0.3178869494319751,-0.5821524848335062
1,1,0.9974254340805163,-0.479630064568376,-1.078957889836347,1.1735689986830518,-0.7932584607378815,0.10538269455897062,-0.302013793051043,-0.3178869494319751,-0.5821524848335062
1,1,0.9998520710059172,1.0197873485620133,-0.1452214067049351,-0.03600495544297703,-0.7932584607378815,1.1737062323434773,-0.302013793051043,0.5404218355012274,0.9111211694839781
1,1,0.9911774087459412,-0.12875879653325414,-0.15548224717890666,1.694572570408306,-0.7932584607378815,1.292408847652867,-0.26358913174266413,0.9772344618678716,-0.5114656636395021
